textOriginal,processed_text,label
Tapi dicerita ini ternyata si rama yg mulutnya lemes wqwq,cerita nyata si rama yg mulut lemes wqwq,0
"DANANG MY TYPE, tapi sayang nya udh jdi ubi 🙏🏻🥰",danang my type sayang nya udh jdi ubi,0
"Ya allah, alfatihah buat danang wak",ya allah alfatihah danang wak,0
"teman² aku ijin oot,aku mau nanya kalau mau share cerita khw ke nadia omara bayar atau gak? soalnya aku mau share cerita ku kapan²",teman ijin ootaku nanya share cerita khw nadia omara bayar gak share cerita ku,0
"Nggak kok, tinggal kirim cerita kamu ke email nya kak nadia",nggak tinggal kirim cerita email nya kak nadia,0
Kaya pernah denger ini cerita,kaya denger cerita,0
apaan bgt rama,bgt rama,0
alfatihah buat bang danang ikut sedih pas diakhir cerita bg danang udh dipanggil sama yang maha kuasa ☹️🫂,alfatihah bang danang sedih pas cerita bg danang udh panggil maha kuasa,0
Rama anj,rama anj,0
btw danang meninggal karana apa ya?,btw danang tinggal karana ya,0
rama anjeng kimak kau,rama anjeng kimak kau,0
Trending coyyyy,trending coyyyy,0
Malam ini khw 288,malam khw 288,0
"gunung gede ini mah, gunung jawa barat yang di tutup gede,pangrango,salak, hanya gede yang ada savana dan pangrango",gunung gede mah gunung jawa barat tutup gedepangrangosalak gede savana pangrango,0
gunung gede ini mah,gunung gede mah,0
"kayanya aku ga ccok deh temenan sama yg modelan rama, rese bener, songong jg",kaya ga ccok deh temenan yg model rama rese bener songong jg,0
"rama apaan bngt sihhh, kesel bngtt",rama bngt sihhh kesel bngtt,0
"Sumpah Rama kenapa seh. Sok asik. Uda disamper kuntilanak semalam, eh bukannya jera. Menyusahkan orang aja. Semoga ini jadi pelajaran kita semua yang nonton video ini",sumpah rama seh sok asik uda samper kuntilanak malam eh jera susah orang aja moga ajar nonton video,0
Gunung kidul,gunung kidul,0
gunung gede ?,gunung gede,0
rama asu,rama asu,0
Saya gak bisa tidur tahu,gak tidur,0
Si Rama ngeselin,si rama ngeselin,0
Semua orang udah pada main nih di A͎͎L͎͎E͎͎X͎͎I͎͎S͎͎1͎͎7͎..,orang udah main nih alexis17,1
Pelayanan ᆢAᆢᆢLᆢᆢEᆢᆢXᆢᆢIᆢᆢSᆢᆢ1ᆢᆢ7ᆢ cepet banget sih.,layan a l e x i s 1 7 cepet banget sih,0
Pada ngomongin A͎͎L͎͎E͎͎X͎͎I͎͎S͎͎1͎͎7͎.?Terbaik!.,ngomongin alexis17terbaik,1
Wajib di coba sih di ᆢAᆢᆢLᆢᆢEᆢᆢXᆢᆢIᆢᆢSᆢᆢ1ᆢᆢ7ᆢ.,wajib coba sih a l e x i s 1 7,0
"dor doran dah di ᆢAᆢᆢLᆢᆢEᆢᆢXᆢᆢIᆢᆢSᆢᆢ1ᆢᆢ7ᆢ,gokil!.",dor dor dah a l e x i s 1 7 gokil,0
Temen gua semuanya pake ̠【A】【L】【E】【X】【I】【S】【1】【7】.,temen gua pake alexis17,1
sekarang gw tau artinya klo mau mendaki gunung trs ditutup dengan alesan pemeliharaan ekosistem itu apa 😂,gw tau arti klo daki gunung trs tutup alesan pelihara ekosistem,0
Hidup itu cuman sekali jadi coba lah sekali kali di 【A】【L】【E】【X】【I】【S】【1】【7】.,hidup cuman coba kali alexis17,1
ada ribut2 apa nih di komentar?? ngomongin 【A】【L】【E】【X】【I】【S】【1】【7】 yah??,ribut2 nih komentar ngomongin alexis17 yah,1
Ada yang tau gunung mana ini?,tau gunung,0
mirip banget kya gunung gede,banget kya gunung gede,0
"emang iya kak?
penasaran deh itu gunung apa soalnya ak di jabar",emang iya kak penasaran deh gunung ak jabar,0
Astaga abis wede besar di 【A】【L】【E】【X】【I】【S】【1】【7】.,astaga abis wede alexis17,1
Buruan daftar di 【A】【L】【E】【X】【I】【S】【1】【7】.,buru daftar alexis17,1
Proses secepat kilat?Cuman di 【A】【L】【E】【X】【I】【S】【1】【7】.,proses cepat kilatcuman alexis17,1
"Terima kasih ᆢAᆢᆢLᆢᆢEᆢᆢXᆢᆢIᆢᆢSᆢᆢ1ᆢᆢ7ᆢ, wede besar di bayar!.",terima kasih a l e x i s 1 7 wede bayar,0
Abis pamerin ke temen lee wede 10jt di bayar di 【A】【L】【E】【X】【I】【S】【1】【7】.,abis pamerin temen lee wede 10jt bayar alexis17,1
dp kecil wede besar di ᆢAᆢᆢLᆢᆢEᆢᆢXᆢᆢIᆢᆢSᆢᆢ1ᆢᆢ7ᆢ.,dp wede a l e x i s 1 7,0
A͎͎L͎͎E͎͎X͎͎I͎͎S͎͎1͎͎7͎. bagi bagi saldo gratis.,alexis17 saldo gratis,1
"Aku kalo jadi Arum sama Budi waktu turun Rama mau duluan, bakal disuruh duluan sendiri aja. Mending sama Danang 🥲",kalo arum budi turun rama duluan suruh duluan aja mending danang,0
Pas tau danang udh meninggal bulu tangan ku lngsng berdiri... Semoga danang tenang di sisi Tuhan yang Maha esa,pas tau danang udh tinggal bulu tangan ku lngsng moga danang tenang sisi tuhan maha esa,0
aku tau gunung nya😢,tau gunung nya,0
gunung apa kakk??,gunung kakk,0
"Gunung bromo ini, karena lg musim tanam",gunung bromo lg musim tanam,0
😮😮😮😮😮😮,,0
"rama tipe cowo sembrono, ga punya etika, ga mikir sama yang lain padahal diawal uda ditampakin beneran, tapi masi aja kaya gitu, ga mikir resiko dan ga mikir bisa berimbas ke temen-temen nya nanti.",rama tipe cowo sembrono ga etika ga mikir uda ditampakin beneran mas aja kaya gitu ga mikir resiko ga mikir imbas tementemen nya,0
kalo cerita begini asli apa cuman cerita cerita aja maaf gatau😅,kalo cerita asli cuman cerita cerita aja maaf gatau,0
greget banget sama ramaa😤😞,greget banget ramaa,0
Menit ke 26.15 Lagi serius eh ada yang nonggol di pojok meja😃,menit 2615 serius eh nonggol pojok meja,0
rama ini ank2 sok iya,rama ank2 sok iya,0
ada yang tau itu gunung apa?,tau gunung,0
"Al-fatihah untuk Danang, semoga di tempatkan di tempat terbaik disisi Allah di surga. Aaminn..",alfatihah danang moga sisi allah surga aaminn,0
knpaa yg meninggal ga rama ajasi🥹 alfatihah buat danangg semogaa ditempatkan di tempat yang terbaik di sisi Allah jujur aja naik gunung trus dpet temen kek danang langka bgt😅,knpaa yg tinggal ga rama ajasi alfatihah danangg semogaa sisi allah jujur aja gunung trus dpet temen kek danang langka bgt,0
Ending nya ada sedih ya ada serem ya  kakak Nadia,ending nya sedih ya rem ya kakak nadia,0
"katanya kalau mau liat sikap asli seseorang tu bawa traveling, mendaki nah kaliatan tu sifat asli nyaa, si rama tuu",liat sikap asli orang tu bawa traveling daki kaliatan tu sifat asli nyaa si rama tuu,0
kenapa ga rama aja yang mati,ga rama aja mati,0
ceritanya rada mirip sm petaka gunung gede ya(?),cerita rada sm petaka gunung gede ya,0
"Nangis banget pls pas kak nad bilang danang berpulang, jarang banget ada cowok yang greenflag kayak dia 😭🫂",nang banget pls pas kak nad bilang danang pulang jarang banget cowok greenflag kayak,0
rama anj😊,rama anj,0
rama geramnyeeee,rama geramnyeeee,0
"Kisa horor kali ini berasa beda dri yg lain,, in ceritanya bisa smpe rasanya kepenonton, takutnya,horornya,paniknya,, bayangin udh legah liat ada bapak2, trnyata dia sosok pocong itu, serem banget,, ini klo dijadiin film pasti seruh banget..lebih syoknya lg danang meninggal😥😥😥😥",kisa horor kali asa beda dri yg in cerita smpe tonton takutnyahorornyapaniknya bayangin udh legah liat bapak2 trnyata sosok pocong rem banget klo dijadiin film seruh bangetlebih syok lg danang tinggal,0
"part dikabarin danang udah gaada jujur merinding sebadan, semoga tenang disisi tuhan❤",part dikabarin danang udah gaada jujur merinding bad moga tenang sisi tuhan,0
RAMA IH NGESELIN BGT,rama ih ngeselin bgt,0
"udah seneng daki nya, gimana mau ulang lagi ga? bandel banget si, udah kerja harusnya bisa mikir, peraturan ya peraturan artinya mutlak. heran banget, apalagi modelan rama yang gapunya etika dan adab. nyawa tuh cuma satu, nyawa nya ketinggalan di alam ghaib kalian 'dikurung' disana sama mereka, mau kembali raga kalian udah membusuk didalem tanah. duh mau ngomelin lagi juga pasti mereka udah diomelin. bukan gimana tapi paling kesel sama orang' yang begini. yah terlepas apapun itu jd pembelajaran klian aja",udah neng daki nya gimana ulang ga bandel banget si udah kerja mikir atur ya atur arti mutlak heran banget model rama gapunya etika adab nyawa tuh nyawa nya tinggal alam ghaib kurung raga udah busuk dalem tanah duh ngomelin udah diomelin gimana kesel orang yah lepas jd ajar klian aja,0
"Mohon maaf banget ini, kenapa manusia suka banget melanggar aturan ya. Udah tahu gunungnya belum boleh didaki, malah maksa.",mohon maaf banget manusia suka banget langgar atur ya udah gunung daki maksa,0
"Itu semua bukan hantu, atau pun pocong, kunti. Itu semua kerja nya gamk² daun singkong.",hantu pocong kunti kerja nya gamk daun singkong,0
"Terimakasih banyak buat kak Nadia  , disaat saya sedang sedih , kak Nadia selalu ngehibur dengan cerita khw nya , terimakasih kak Nadia 🙏🏻🙃
(Semoga di baca ka nadia)",terimakasih kak nadia sedih kak nadia ngehibur cerita khw nya terimakasih kak nadia moga baca ka nadia,0
ramaa anjjj,ramaa anjjj,0
"nangis, tiba""banget kak danang uda di sisi Allah🥲😭",nang tibabanget kak danang uda sisi allah,0
😅😅😮😮😢😢🎉🎉❤😊😊❤❤,,0
Al-fatihah buat Danang,alfatihah danang,0
"Arum : tante ku 
Nisa : temen ku
Sarah : aku 
Rama : temen 
Budi : bkp nya temen ku 
Danang : temen nya temen ku",arum tante ku nisa temen ku sarah rama temen budi bkp nya temen ku danang temen nya temen ku,0
Rama idiot,rama idiot,0
cari cwo yang kaya danang di mana ya,cari cwo kaya danang ya,0
ada yang bisa nebak gunung apa?😅,nebak gunung,0
"wak aku baru kmren mndaki gunung dan pas bgt liat pocong, mau crita tapi mls ngetik panjang😭😭",wak kmren mndaki gunung pas bgt liat pocong crita mls ngetik,0
Ke,,0
"Rama orng yang lepas tanggung jawab wkwk. Dia yg nantangin dia yg takut wkwkwkwkkw. Katanya mau nanya ke pocong, pas ketemu malah kabur",rama orng lepas tanggung wkwk yg nantangin yg takut wkwkwkwkkw nanya pocong pas ketemu kabur,0
Gunung gede 😮,gunung gede,0
Tolong mainin kak Nadia dii film horor pls😭,tolong mainin kak nadia dii film horor pls,1
"Jauhin aja tu si rama, gk ush di ajak lagi kalo mau kemana-mana",jauhin aja tu si rama gk ush ajak kalo kemanamana,0
Rama ini keknya type cowo yg sok iyee banget kalau ada cewek... Tapi klo nongkrong sama cowok jadi kayak ayam sayur🤣,rama kek type cowo yg sok iyee banget cewek klo nongkrong cowok kayak ayam sayur,0
"Rama harusnya lo aja yg maattiii!!!.. semoga lo baca ini ya rama, LO YG HARUSNYA MAATTIII!!!!",rama lo aja yg maattiii moga lo baca ya rama lo yg maattiii,0
"Sok asik bgt rama. Gara"" kau sebijik yang lain ikut ngerasain akibatnya 😑",sok asik bgt rama gara kau sebijik ngerasain akibat,0
Baru kali ini nonton video nya kak Nadia Sampek merinding beneran,kali nonton video nya kak nadia sampek merinding beneran,0
"""kan itu saya""KAGET ANJ😭😭",sayakaget anj,0
"Bener ternyata tebakan aku, pas si arum liat tu bapak"" aku langsung mikir  si bapak nya bilang ""itukan saya""",bener nyata tebak pas si arum liat tu langsung mikir si nya bilang,0
Pasti gunung bromo,gunung bromo,0
gua tebak ini gunung gede dan padang savana nya adalah surken,gua tebak gunung gede padang savana nya surken,0
kayak cerita di novel,kayak cerita novel,0
Pas part Kk nad ngasih tau klo danang udh meninggal dunia aku langsung Deg gitu kaget campur sedih berasa kehilangan bngt pdhl ga kenal 🥹 Al-fatihah untuk Alm mas danang orng baik yg sll di panggil Allah lebih cepat 🤲🏻🥹,pas part kk nad ngasih tau klo danang udh tinggal dunia langsung deg gitu kaget campur sedih asa hilang bngt pdhl ga kenal alfatihah alm mas danang orng yg sll panggil allah cepat,0
Rama semoga lu diboikot di semua gunung deh,rama moga lu boikot gunung deh,0
rama anjj,rama anjj,0
Semangat kak,semangat kak,0
"bisa-bisanya muncak malah berpisah, gak solid banget",bisabisanya muncak pisah gak solid banget,0
I takutnya,i takut,0
greget bgt sama Rama,greget bgt rama,0
Rama rama,rama rama,0
Ngeselin banget si rama,ngeselin banget si rama,0
benci bgt se tim sama modelan rama🥲🥲🥲🤏🏻🤏🏻🤏🏻,benci bgt tim model rama,0
yang namanya RAMA dimana mana emang b4ngsatt ya,nama rama emang b4ngsatt ya,0
Takut itu bkn hantu tpi org² yg viral itu,takut bkn hantu tpi org yg viral,0
"pas kak nad ,bilang danang udah berpulang nangis aku😢",pas kak nad bilang danang udah pulang nang,0
aaaa aku ketinggalan,aaaa tinggal,0
Danang kenapa woiii Nad 😢,danang woiii nad,0
Cowokku naik gunung skarang kak.. Minta doanya yah biar naik turun dg selamat,cowok gunung skarang kak doa yah biar turun dg selamat,0
😢😢😢,,0
Semua nya egois kecuali danang. Dari awal kan dah tau ditutup tpi masih aja ngeyel,nya egois kecuali danang dah tau tutup tpi aja ngeyel,0
Kak Nadia cantik banget kak ceritanya juga seram banget,kak nadia cantik banget kak cerita seram banget,0
Kak Nadia cerita yang serem banget ya kak Nadia,kak nadia cerita rem banget ya kak nadia,0
Serem banget kak Nadia,rem banget kak nadia,0
Gunung gede ya kak?,gunung gede ya kak,0
Udh lu sebut nama nya budi arum lagi lu sebut gimana si lu cerita kata lu lakinya 3 ko jadi 4 gimana sih kalo cerita yg benar lah,udh lu nama nya budi arum lu gimana si lu cerita lu laki 3 ko 4 gimana sih kalo cerita yg,0
"kak kamu tunarungu atau autisme? soalnya typing kamu persis seperti orang penderita downsindrome, muter muter ga jelas tanpa tanda baca",kak tunarungu autisme typing persis orang derita downsindrome muter muter ga tanda baca,0
Khw special pendakian dongg wak,khw special daki dongg wak,0
Danang semoga kamu tenang di sana ya semoga di tempat kan di sisiNya🫂😩,danang moga tenang ya moga sisi,0
bukan akuu itu weeee😢😭😭,akuu weeee,0
memang maknyosss nih XᵁXᵁ4ᴰ,maknyosss nih x x 4,0
"gunung apa yaa?







argopuro kaya nya",gunung yaa argopuro kaya nya,0
Trending 40 di hari ke-6. Congrats kaa nad🎉,trending 40 ke6 congrats kaa nad,0
rama anj😭,rama anj,0
anjir mulut lo rama beban bgt,anjir mulut lo rama beban bgt,0
Seriusan banget cowo greenflag yg sllu BKIN aku kepincut d cerita horor selalu jadi ubi 😭😭,serius banget cowo greenflag yg sllu bkin kepincut d cerita horor ubi,0
Daki gunung 😂 kotor dong,daki gunung kotor,0
"Kayak pernah denger cerita juga tentang gunung ini .
Crtanya sama ada org pinter yg meninggal terus dimakamin di jalur terlarang ini.
Terus pendakinya tersesat ketemu penjual nasi gtu² di chanel mana gtu",kayak denger cerita gunung crtanya org pinter yg tinggal dimakamin jalur larang pendak sesat ketemu jual nasi gtu chanel gtu,0
Ngeselin si rama nihh,ngeselin si rama nihh,0
"semoga Allah memberikan tempat terbaik untuk danang cowo yg sangat amat greenflag!aamiin

PLIS RAMA ANDA SANGAT SANGAT TIDAK SOPAN DAN TIDAK PUNYA ADAB!",moga allah danang cowo yg greenflagaamiin plis rama sopan adab,0
"bukan mau pilih"" soal pertmenan tapi modelan si rama gak banget sih , minimal sesama temen kalo ga bisa saling menguntungkan ya jangan smpe merugikan selebihnya silaturahmi",pilih pertmenan model si rama gak banget sih minimal temen kalo ga untung ya smpe rugi silaturahmi,1
"WOW, THE SCENE AT 02:14 🎯 WHERE THEY ACTUALLY REVEAL THE **G 𝐁​ 🎯 L 💸 D 8$ 8 8** PROCESS WAS 🍀 WAY MORE INTRICATE THAN I EXPECTED! 💥",wow the scene at 0214 where they actually reveal the g l d 8 8 8 process was way more intricate than i expected,0
Nad kok jarang bikin KHW😅😊 aku kangen mumpung belum masuk pondok lagi😢,nad jarang bikin khw kangen mumpung masuk pondok,0
"""kan itu saya"" ☠️",,0
apa apaan bgt rama ngselin bgt😑,bgt rama ngselin bgt,0
sumpah kesel bngt sama si rama 😡😡😡😡😡😡,sumpah kesel bngt si rama,0
"belum pernah nonton ampe sekesel ini ama orang sumpah😤, terutama ucapan salah satu dari mereka yang dibikin becandaa",nonton ampe sekesel ama orang sumpah utama salah bikin becandaa,0
penasaran sama cerita nisa,penasaran cerita nisa,0
rama ytim,rama ytim,0
Rama : HAMA!!🗿,rama hama,0
Dari awal udah egois,udah egois,0
Kak aku besok naik gunung 😢😢😢😢,kak besok gunung,0
Saya suka naik gunung kunci nya jangan pernah sepele sama suatu tempat itu aja❤,suka gunung kunci nya sepele aja,0
𝙋𝙖𝙨 𝙠𝙖𝙠 𝙉𝙖𝙙𝙞𝙖 𝙗𝙞𝙡𝙖𝙣𝙜 𝙞𝙩𝙪 𝙖𝙠𝙪 𝙨𝙖𝙣𝙜𝙖𝙩 𝙢𝙚𝙣𝙮𝙚𝙧𝙖𝙣𝙜 𝙠𝙖𝙣,,0
Dua kata buat rama...? Sotak+tolol,rama sotaktolol,0
Rama rama egois dasar😢,rama rama egois dasar,0
"Sorry to say, klo agak ga enak bgt. Tp modelan kaya gini tuh nyusahin orang, soalnya aturan dibikin pasti jg ada alasannya, mending gausa nekat kata aku wehh, sayang nyawa, keluarga, temen 🙏🏻",sorry to say klo ga enak bgt tp model kaya gin tuh nyusahin orang atur bikin jg alas mending gausa nekat wehh sayang nyawa keluarga temen,0
Yaitu gunung argo***o,gunung argoo,0
wow,wow,0
Aku tau gunung a yang d maksud Nadia omara,tau gunung a d maksud nadia omara,0
gunung gede nih pasti,gunung gede nih,0
Papandayan yaaa hshshs,papandayan yaaa hshshs,0
KA nad KLO bisa hapu aja komen judol judol ituu,ka nad klo hapu aja komen judol judol ituu,0
gunung hanya untuk orang yang ber ititud tinggi,gunung orang ber ititud,0
gn gede gasi?,gn gede gas,0
Rama asuu,rama asuu,0
"plis rombongan wajib di blacklist,apalagi si rama ini harus nya di buang aja",plis rombong wajib blacklistapalagi si rama nya buang aja,0
Kenapa yg cewe ga disarankan buat mendaki?,yg cewe ga saran daki,0
Rama hama,rama hama,0
Yey udh join ,yey udh join,0
Aku tau nid ini gunung mana😢,tau nid gunung,0
Daerah mana,daerah,0
@ garut,garut,0
Kalau mau berbagi cerita tinggal komen kah?,cerita tinggal komen kah,0
"Jujur dicerita ini, Rama paling ngeselin banget. Sudah bad attitude, suka iseng, omongan gha dijaga, suka ngerepotin orang pula. Kalau saya jadi temannya Rama, kagak bakalan saya tungguin biarin saja si Rama tersesat di gunung dan gha akan saya maafkan ke Rama 🙄🙄🙄

Oh iya kabar Rama bagaimana tuh ? Apakah dia cuma baik - baik saja ? Pengen banget saya hujat balik tuh si Rama + tandain namanya Rama jangan harap berteman kek dia 👎👎👎",jujur cerita rama ngeselin banget bad attitude suka iseng omong gha jaga suka ngerepotin orang teman rama kagak tungguin biarin si rama sesat gunung gha maaf rama oh iya kabar rama tuh ken banget hujat tuh si rama tandain nama rama harap teman kek,0
rama petantang petetenteng bet,rama tantang petetenteng bet,0
seru banget😭,seru banget,0
"rama ini orangnya annoying, petantang petenteng sok iye, tengil, cutt off temen modelan gini, dikira keren gtu yh😏😏😏",rama orang annoying tantang petenteng sok iye tengil cutt off temen model gin keren gtu yh,0
"aku sih gedeg banget sama si Rama, kirain dia bakal kena terror ternyata yang kena nisa, masi penasaran si apa yang nisa alami?",sih gedeg banget si rama kirain kena terror nyata kena nisa mas penasaran si nisa alami,0
Rama ni kacau kali. Kelakuannya kaya bocah. Membahayakan.,rama ni kacau kali laku kaya bocah bahaya,0
merinding euy nonton sendiri,merinding euy nonton,0
Khw gunung fav aku ❤,khw gunung fav,0
kalo digunung ucapan harus dijaga ini malah nantang,kalo gunung jaga nantang,0
"kak danang and keluarga baik bgt loh,menjaga kak nisa sampek bersih,ga boleh pulang kalo belom bersih,takutnya nanti kalo udah dipulangin kayak kak nisanya kenapa'ga ada yang jaga dan nanti malam merembet ke kelurganya dan keluarganya juga takut panik dan kenapa' ya kan,baru boleh pulang pas udah bersih,ih kak danang and family baik bgt ya,kukira temen'cowoknya juga ikut jaga sampai bersih,ternyata jaga pas sehari itu,terus keesokan harinya pulang,dan kak nisa dijaga kak danang and family,ya ampun maaf ya sudah salah paham eheheh,kak danang semoga tenang disana dan dimudahkan segala urusannya di sana,alfatihah untuk kak danang🤲🏻🤲🏻",kak danang and keluarga bgt lohmenjaga kak nisa sampek bersihga pulang kalo bom bersihtakutnya kalo udah dipulangin kayak kak nisanya kenapaga jaga malam rembet kelurganya keluarga takut panik ya kanbaru pulang pas udah bersihih kak danang and family bgt yakukira temencowoknya jaga bersihternyata jaga pas ituterus esok pulangdan kak nisa jaga kak danang and familyya ampun maaf ya salah paham ehehehkak danang moga tenang mudah urus sanaalfatihah kak danang,0
Danang 😢,danang,0
Gunung gede pangrango ya?,gunung gede pangrango ya,0
Kebayang banget😊😊😊,bayang banget,0
Sehat sehat ka nadia. Gk bisa mkn kalo gk. Liat KHW ka nanad,sehat sehat ka nadia gk mkn kalo gk liat khw ka nanad,0
"Pas menit pohon kalian kaya denger orang baca mantra""oh iyenggggg""kaya gitu woi",pas menit pohon kaya denger orang baca mantraoh iyengggggkaya gitu woi,0
"Perundang-undangan di Texas untuk Berhenti Berpartisipasi Tanpa Sadar dalam Pengambilan Organ
 

Tom Oliverson, M.D adalah Perwakilan Negara Bagian Texas.

Tom Oliverson, M.D. adalah Perwakilan Negara Bagian Texas dan Ketua Komite Asuransi, Dewan Perwakilan Texas. Ia pertama kali mendengar tentang pengambilan organ secara paksa melalui Himpunan Falun Dafa Amerika Selatan. “Ada banyak praktisi Falun Gong di wilayah Houston tempat saya tinggal dan mewakilinya, banyak di antaranya telah dianiaya oleh PKT.

Ia menjelaskan: “Saya telah bekerja dengan kedua kelompok ini selama beberapa tahun untuk menghormati para korban komunisme dan mengakui kengerian pengambilan organ secara paksa, namun kemenangan kami yang paling signifikan terjadi pada sesi terbaru legislatif Texas, ketika kami meloloskan SB 1040. RUU Senat 1040 adalah upaya untuk mencegah warga Texas secara tidak sadar terlibat dalam tindakan pengambilan organ secara paksa. RUU Senat 1040 melarang perencana program tunjangan kesehatan menanggung transplantasi organ manusia yang dilakukan di Tiongkok atau di negara lain yang diketahui berpartisipasi dalam pengambilan organ secara paksa dan mengizinkan komisaris Departemen Layanan Kesehatan Negara Bagian Texas untuk menunjuk negara-negara tambahan yang diketahui berpartisipasi dalam pengambilan organ.”

Oliverson mengatakan RUU yang meniru RUU Senat 1040 telah didengar di DPR Arizona, Senat Utah, DPR Missouri serta Idaho dan Illinois.",perundangundangan texas henti partisipasi sadar ambil organ tom oliverson md wakil negara texas tom oliverson md wakil negara texas ketua komite asuransi dewan wakil texas kali dengar ambil organ paksa himpun falun dafa amerika selatan praktisi falun gong wilayah houston tinggal wakil aniaya pkt kerja kelompok hormat korban komunisme ngeri ambil organ paksa menang signifikan sesi legislatif texas lolos sb 1040 ruu senat 1040 upaya cegah warga texas sadar libat tindak ambil organ paksa ruu senat 1040 larang rencana program tunjang sehat tanggung transplantasi organ manusia laku tiongkok negara partisipasi ambil organ paksa izin komisaris departemen layan sehat negara texas negaranegara partisipasi ambil organ oliverson ruu tiru ruu senat 1040 dengar dpr arizona senat utah dpr missouri idaho illinois,1
"pen marah pas rama malah bercanda, kek apaan bgtt gtuu. btw masi penasaran ni apa aja yg dialamin si Nisa. alfatihah buat Danang, si cowo greenflag terhijau. semoga Danang di terima jasadnya dan ditempatkan di jannah nya Allah SWT, Aamiiin Ya Rabbal Aalamiin",pen marah pas rama canda kek bgtt gtuu btw mas penasaran ni aja yg alamin si nisa alfatihah danang si cowo greenflag hijau moga danang terima jasad jannah nya allah swt aamiiin ya rabbal aalamiin,0
Rama ngeselin amat,rama ngeselin,0
Rama anak anjjj mulut nya lenjeh anjir astaghfirullah emosi,rama anak anjjj mulut nya lenjeh anjir astaghfirullah emosi,0
tes komen ,tes komen,0
ramaa jadiin tumbal ajaa,ramaa jadiin tumbal ajaa,0
rama pengen guaa tabok pake sambel coook,rama ken guaa tabok pake sambel coook,0
Apa nama asli Gunungnya,nama asli gunung,0
ga usah diajak naik gunung lagi si rama rama itu,ga ajak gunung si rama rama,0
"Aku pengen ikutan member ship tapi ga bisa, bingung gmna caranya?",ken member ship ga bingung gmna,0
Judol,judol,0
"ya Tuhan, ka danang😢",ya tuhan ka danang,0
rama beban,rama beban,0
mksd nya yg mendaki itu arwah danang,mksd nya yg daki arwah danang,0
ramaa apaannsii ihh gregetan prontal bnget omongannya,ramaa apaannsii ihh gregetan prontal bnget omong,0
gunung gede ya,gunung gede ya,0
plot twist bgt yg kakek2 ternyata pocica wkwkwkwkwk😭😭😭😭,plot twist bgt yg kakek2 nyata pocica wkwkwkwkwk,0
Itu danang kenapa ya sakit atau kenapa?,danang ya sakit,0
rama anj,rama anj,0
kl puny tmn ky rama gausa di ajak,kl puny tmn ky rama gausa ajak,0
Kalau aku stress aku lihat cerita Nadia omara,stress lihat cerita nadia omara,0
"dgn cerita2 horor dr kak Nadia ,🫰🏻🫰🏻 l❤",dgn cerita2 horor dr kak nadia l,0
kak nadia kalo cerita di ruangan nya itu sendiri ya?,kak nadia kalo cerita ruang nya ya,0
Aku punya cerita sihh kak tapi cerita nya pendek,cerita sihh kak cerita nya pendek,0
"innalillahi danang.. denger cerita ini berkali kali amaze sama danang, dia yg selalu notice kalo ada yg ga beres sama temennya, dia yg perhatiin temennya satu persatu, sedih sekali.. al fatihah danang🥺🥺💝💝",innalillahi danang denger cerita kali kali amaze danang yg notice kalo yg ga beres temennya yg perhatiin temennya sedih al fatihah danang,0
Danang meninggal kenapa nad??,danang tinggal nad,0
"Malah di kasih tau pos padang savana,jadi orang orang pada tau ini gunung rinjani",kasih tau pos padang savanajadi orang orang tau gunung rinjani,0
"CEWE pacaran 
     Yu.      Aku.  Su   KAKAMU",cewe pacar yu su kakamu,0
Rama ngeselin banget anj,rama ngeselin banget anj,0
rama jgn diajakin lg😭😭,rama jgn diajakin lg,0
Rama anjir lu ngeselin bgt🙂,rama anjir lu ngeselin bgt,0
kaget bgt pas tau danang meninggal kirain si nisa😢😢,kaget bgt pas tau danang tinggal kirain si nisa,0
Apa kematian danang ada kaitannya dengan pendakian?,mati danang kait daki,0
"gue gabakal mau temenan bahkan naik gunung sm tmn modelan rama ini. selain bawa petaka, dia tipe yg egois bisa jadi dia ninggalin temennya di pendakian",gue gabakal temenan gunung sm tmn model rama bawa petaka tipe yg egois ninggalin temennya daki,0
Al-fatihah mas danang semoga amal ibadahnya di terimah di sisi Allah swt. Aamii 🤲🏻🤍,alfatihah mas danang moga amal ibadah terimah sisi allah swt aamii,0
(⁠*⁠￣⁠(⁠ｴ⁠)⁠￣⁠*⁠)w⁠(⁠°⁠ｏ⁠°⁠)⁠w,w w,0
"Liburan cari santai ❌
Liburan cari capek ✅",libur cari santai libur cari capek,0
kak nad kenapa danang bisa meninggal?😢bikin penasaran masa tiba tiba dikabarin danang meninggal😭padahal suka sama orangnya baikkk,kak nad danang meninggalbikin penasaran dikabarin danang meninggalpadahal suka orang baikkk,0
"SEREM BGT ""KAN ITU AKU"" KEINGET ""SUDAH MALAM ATAU SUDAH TAU"" 😭😭😭",rem bgt keinget malam tau,0
Kenapa yg mati rama aja . kadang hidup ini ngak adil?,yg mati rama aja kadang hidup ngak adil,0
Kasian si danang😢😢,kasi si danang,0
"langsung merinding pake banget banget banget, bener' syokk😭😭",langsung merinding pake banget banget banget bener syokk,0
Rama itu egoiss anjir,rama egoiss anjir,0
Backsound pohon besar merinding woeeee,backsound pohon merinding woeeee,0
"Sumpah merinding banget pas bilang ""tau lah itu kan saya"" 😭",sumpah merinding banget pas bilang tau,0
syok bngt pas denger danang udah berpulang 😢,syok bngt pas denger danang udah pulang,0
